Bookmark
Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Query%20Builder%20for%20Public%20Use%20Statistics%20(1979%20-%20Last%20Calendar%20Year)

ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Sequoia NP,SEQU,National Park,Pacific West ,CA,2017,1,"28,877","2,650","138,610","2,650","2,001",0,452,156,34,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2017,"1,291,256","13,549","41,884,679","54,196","67,151",0,"139,901","56,944","36,660",0,292
Sequoia NP,SEQU,National Park,Pacific West ,CA,2017,2,"27,306","1,692","131,071","1,692","2,606",0,636,261,385,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2017,"1,291,256","13,549","41,884,679","54,196","67,151",0,"139,901","56,944","36,660",0,292
Sequoia NP,SEQU,National Park,Pacific West ,CA,2017,3,"58,609","1,899","281,325","1,899","4,337",0,"2,194",687,758,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2017,"1,291,256","13,549","41,884,679","54,196","67,151",0,"139,901","56,944","36,660",0,292
Sequoia NP,SEQU,National Park,Pacific West ,CA,2017,4,"94,141","1,227","3,426,731","1,227","5,597",0,"3,266","1,336","1,177",0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2017,"1,291,256","13,549","41,884,679","54,196","67,151",0,"139,901","56,944","36,660",0,292
Sequoia NP,SEQU,National Park,Pacific West ,CA,2017,5,"131,584",830,"4,789,649",830,"2,856",0,"6,777","2,639","2,089",0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2017,"1,291,256","13,549","41,884,679","54,196","67,151",0,"139,901","56,944","36,660",0,292
Sequoia NP,SEQU,National Park,Pacific West ,CA,2017,6,"169,618",885,"6,258,912",885,"9,097",0,"23,363","7,581","5,408",0,40,Sequoia NP,SEQU,National Park,Pacific West ,CA,2017,"1,291,256","13,549","41,884,679","54,196","67,151",0,"139,901","56,944","36,660",0,292
Sequoia NP,SEQU,National Park,Pacific West ,CA,2017,7,"232,403","1,132","8,575,672","1,132","8,318",0,"38,131","10,977","8,309",0,121,Sequoia NP,SEQU,National Park,Pacific West ,CA,2017,"1,291,256","13,549","41,884,679","54,196","67,151",0,"139,901","56,944","36,660",0,292
Sequoia NP,SEQU,National Park,Pacific West ,CA,2017,8,"200,337",936,"7,292,285",936,"8,163",0,"35,594","10,084","11,933",0,119,Sequoia NP,SEQU,National Park,Pacific West ,CA,2017,"1,291,256","13,549","41,884,679","54,196","67,151",0,"139,901","56,944","36,660",0,292
Sequoia NP,SEQU,National Park,Pacific West ,CA,2017,9,"147,224",739,"5,358,970",739,"8,073",0,"20,934","17,468","4,392",0,12,Sequoia NP,SEQU,National Park,Pacific West ,CA,2017,"1,291,256","13,549","41,884,679","54,196","67,151",0,"139,901","56,944","36,660",0,292
Sequoia NP,SEQU,National Park,Pacific West ,CA,2017,10,"89,252",616,"3,248,767",616,"6,029",0,"5,069","4,528","1,282",0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2017,"1,291,256","13,549","41,884,679","54,196","67,151",0,"139,901","56,944","36,660",0,292
Sequoia NP,SEQU,National Park,Pacific West ,CA,2017,11,"58,403",639,"2,125,877",639,"5,032",0,"2,366",798,557,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2017,"1,291,256","13,549","41,884,679","54,196","67,151",0,"139,901","56,944","36,660",0,292
Sequoia NP,SEQU,National Park,Pacific West ,CA,2017,12,"53,502",304,"256,810",304,"5,042",0,"1,119",429,336,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2017,"1,291,256","13,549","41,884,679","54,196","67,151",0,"139,901","56,944","36,660",0,292
Shenandoah NP,SHEN,National Park,Northeast ,VA,2017,1,"19,961",56,"56,620",56,214,0,0,0,512,0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2017,"1,458,874","10,962","11,288,181","2,742","106,271",0,"115,578","51,846","59,763",0,148
Shenandoah NP,SHEN,National Park,Northeast ,VA,2017,2,"43,927",56,"107,244",56,198,0,0,0,645,0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2017,"1,458,874","10,962","11,288,181","2,742","106,271",0,"115,578","51,846","59,763",0,148
Shenandoah NP,SHEN,National Park,Northeast ,VA,2017,3,"44,352",98,"228,250",98,"1,244",0,"1,017",468,"2,374",0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2017,"1,458,874","10,962","11,288,181","2,742","106,271",0,"115,578","51,846","59,763",0,148
Shenandoah NP,SHEN,National Park,Northeast ,VA,2017,4,"122,666","1,260","964,395","1,260","10,461",0,"8,793","3,453","5,890",0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2017,"1,458,874","10,962","11,288,181","2,742","106,271",0,"115,578","51,846","59,763",0,148
Shenandoah NP,SHEN,National Park,Northeast ,VA,2017,5,"136,232","1,414","1,304,419","1,414","12,047",0,"13,017","5,883","10,959",0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2017,"1,458,874","10,962","11,288,181","2,742","106,271",0,"115,578","51,846","59,763",0,148
Shenandoah NP,SHEN,National Park,Northeast ,VA,2017,6,"163,193","1,260","1,747,984","1,260","18,618",0,"18,474","7,809","13,336",0,24,Shenandoah NP,SHEN,National Park,Northeast ,VA,2017,"1,458,874","10,962","11,288,181","2,742","106,271",0,"115,578","51,846","59,763",0,148
Shenandoah NP,SHEN,National Park,Northeast ,VA,2017,7,"199,031","1,414","1,638,516","1,414","15,854",0,"19,206","6,744","7,759",0,43,Shenandoah NP,SHEN,National Park,Northeast ,VA,2017,"1,458,874","10,962","11,288,181","2,742","106,271",0,"115,578","51,846","59,763",0,148
Shenandoah NP,SHEN,National Park,Northeast ,VA,2017,8,"187,626","1,414","1,545,948","1,414","16,289",0,"18,591","7,029","4,892",0,20,Shenandoah NP,SHEN,National Park,Northeast ,VA,2017,"1,458,874","10,962","11,288,181","2,742","106,271",0,"115,578","51,846","59,763",0,148
Shenandoah NP,SHEN,National Park,Northeast ,VA,2017,9,"156,788","1,260","1,465,771","1,260","14,951",0,"18,153","7,824","5,727",0,32,Shenandoah NP,SHEN,National Park,Northeast ,VA,2017,"1,458,874","10,962","11,288,181","2,742","106,271",0,"115,578","51,846","59,763",0,148
Shenandoah NP,SHEN,National Park,Northeast ,VA,2017,10,"244,484","1,414","1,741,130","1,414","15,772",0,"16,344","11,358","5,624",0,29,Shenandoah NP,SHEN,National Park,Northeast ,VA,2017,"1,458,874","10,962","11,288,181","2,742","106,271",0,"115,578","51,846","59,763",0,148
Shenandoah NP,SHEN,National Park,Northeast ,VA,2017,11,"114,778","1,260","405,948","1,260",250,0,"1,983","1,278","1,663",0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2017,"1,458,874","10,962","11,288,181","2,742","106,271",0,"115,578","51,846","59,763",0,148
Shenandoah NP,SHEN,National Park,Northeast ,VA,2017,12,"25,836",56,"81,956",56,373,0,0,0,382,0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2017,"1,458,874","10,962","11,288,181","2,742","106,271",0,"115,578","51,846","59,763",0,148
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2017,1,"1,905",472,"8,862",472,0,0,3,11,0,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2017,"708,003","6,578","2,506,618","2,172",0,0,"14,723","17,750",587,0,"1,997"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2017,2,"3,459",472,"15,971",472,0,0,8,11,0,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2017,"708,003","6,578","2,506,618","2,172",0,0,"14,723","17,750",587,0,"1,997"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2017,3,"7,957",472,"37,257",472,0,0,14,54,0,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2017,"708,003","6,578","2,506,618","2,172",0,0,"14,723","17,750",587,0,"1,997"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2017,4,"22,137",622,"112,819",622,0,0,319,275,20,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2017,"708,003","6,578","2,506,618","2,172",0,0,"14,723","17,750",587,0,"1,997"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2017,5,"79,745",623,"197,683",623,0,0,"1,148","1,102",92,0,78,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2017,"708,003","6,578","2,506,618","2,172",0,0,"14,723","17,750",587,0,"1,997"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2017,6,"109,297",623,"456,591",623,0,0,"3,359","4,058",76,0,640,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2017,"708,003","6,578","2,506,618","2,172",0,0,"14,723","17,750",587,0,"1,997"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2017,7,"156,123",622,"528,362",622,0,0,"3,810","3,434",170,0,571,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2017,"708,003","6,578","2,506,618","2,172",0,0,"14,723","17,750",587,0,"1,997"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2017,8,"160,360",621,"520,605",621,0,0,"3,505","3,896",97,0,375,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2017,"708,003","6,578","2,506,618","2,172",0,0,"14,723","17,750",587,0,"1,997"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2017,9,"92,235",624,"375,786",624,0,0,"2,206","4,288",85,0,285,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2017,"708,003","6,578","2,506,618","2,172",0,0,"14,723","17,750",587,0,"1,997"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2017,10,"54,859",483,"161,848",483,0,0,316,605,44,0,48,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2017,"708,003","6,578","2,506,618","2,172",0,0,"14,723","17,750",587,0,"1,997"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2017,11,"18,214",472,"82,957",472,0,0,27,16,3,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2017,"708,003","6,578","2,506,618","2,172",0,0,"14,723","17,750",587,0,"1,997"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2017,12,"1,712",472,"7,877",472,0,0,8,0,0,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2017,"708,003","6,578","2,506,618","2,172",0,0,"14,723","17,750",587,0,"1,997"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2017,1,"43,527","22,641","267,691","22,641",0,0,0,0,0,197,"7,312",Virgin Islands NP,VIIS,National Park,Southeast ,VI,2017,"304,408","232,274","1,872,116","62,833","3,597","3,608",0,0,0,828,"48,339"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2017,2,"47,480","21,271","292,002","21,271","2,607","2,189",0,0,0,135,"9,534",Virgin Islands NP,VIIS,National Park,Southeast ,VI,2017,"304,408","232,274","1,872,116","62,833","3,597","3,608",0,0,0,828,"48,339"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2017,3,"52,123","22,764","320,559","22,764",820,"1,301",0,0,0,142,"13,162",Virgin Islands NP,VIIS,National Park,Southeast ,VI,2017,"304,408","232,274","1,872,116","62,833","3,597","3,608",0,0,0,828,"48,339"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2017,4,"36,005","23,437","221,432","23,437",0,0,0,0,0,201,"8,758",Virgin Islands NP,VIIS,National Park,Southeast ,VI,2017,"304,408","232,274","1,872,116","62,833","3,597","3,608",0,0,0,828,"48,339"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2017,5,"35,278","21,937","216,957","21,937",72,0,0,0,0,92,"4,792",Virgin Islands NP,VIIS,National Park,Southeast ,VI,2017,"304,408","232,274","1,872,116","62,833","3,597","3,608",0,0,0,828,"48,339"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2017,6,"27,982","22,220","172,090","22,220",98,118,0,0,0,61,"2,835",Virgin Islands NP,VIIS,National Park,Southeast ,VI,2017,"304,408","232,274","1,872,116","62,833","3,597","3,608",0,0,0,828,"48,339"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2017,7,"28,818","23,004","177,233","23,004",0,0,0,0,0,0,"1,946",Virgin Islands NP,VIIS,National Park,Southeast ,VI,2017,"304,408","232,274","1,872,116","62,833","3,597","3,608",0,0,0,828,"48,339"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2017,8,"32,910","15,000","202,399","15,000",0,0,0,0,0,0,0,Virgin Islands NP,VIIS,National Park,Southeast ,VI,2017,"304,408","232,274","1,872,116","62,833","3,597","3,608",0,0,0,828,"48,339"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2017,9,0,"15,000",0,"15,000",0,0,0,0,0,0,0,Virgin Islands NP,VIIS,National Park,Southeast ,VI,2017,"304,408","232,274","1,872,116","62,833","3,597","3,608",0,0,0,828,"48,339"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2017,10,0,"15,000",0,"15,000",0,0,0,0,0,0,0,Virgin Islands NP,VIIS,National Park,Southeast ,VI,2017,"304,408","232,274","1,872,116","62,833","3,597","3,608",0,0,0,828,"48,339"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2017,11,0,"15,000",0,"15,000",0,0,0,0,0,0,0,Virgin Islands NP,VIIS,National Park,Southeast ,VI,2017,"304,408","232,274","1,872,116","62,833","3,597","3,608",0,0,0,828,"48,339"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2017,12,285,"15,000","1,753","15,000",0,0,0,0,0,0,0,Virgin Islands NP,VIIS,National Park,Southeast ,VI,2017,"304,408","232,274","1,872,116","62,833","3,597","3,608",0,0,0,828,"48,339"
Voyageurs NP,VOYA,National Park,Midwest ,MN,2017,1,"3,906",0,"14,382",0,0,0,0,0,17,0,0,Voyageurs NP,VOYA,National Park,Midwest ,MN,2017,"237,250",0,"1,243,694",0,"3,822",0,0,0,"53,539",0,"27,280"
Voyageurs NP,VOYA,National Park,Midwest ,MN,2017,2,"7,729",0,"28,049",0,0,0,0,0,16,0,0,Voyageurs NP,VOYA,National Park,Midwest ,MN,2017,"237,250",0,"1,243,694",0,"3,822",0,0,0,"53,539",0,"27,280"
Voyageurs NP,VOYA,National Park,Midwest ,MN,2017,3,"1,221",0,"3,950",0,0,0,0,0,12,0,0,Voyageurs NP,VOYA,National Park,Midwest ,MN,2017,"237,250",0,"1,243,694",0,"3,822",0,0,0,"53,539",0,"27,280"
Voyageurs NP,VOYA,National Park,Midwest ,MN,2017,4,331,0,331,0,0,0,0,0,86,0,0,Voyageurs NP,VOYA,National Park,Midwest ,MN,2017,"237,250",0,"1,243,694",0,"3,822",0,0,0,"53,539",0,"27,280"
Voyageurs NP,VOYA,National Park,Midwest ,MN,2017,5,"29,449",0,"192,666",0,515,0,0,0,"5,542",0,"2,799",Voyageurs NP,VOYA,National Park,Midwest ,MN,2017,"237,250",0,"1,243,694",0,"3,822",0,0,0,"53,539",0,"27,280"
Voyageurs NP,VOYA,National Park,Midwest ,MN,2017,6,"49,235",0,"274,001",0,"1,151",0,0,0,"11,800",0,"5,490",Voyageurs NP,VOYA,National Park,Midwest ,MN,2017,"237,250",0,"1,243,694",0,"3,822",0,0,0,"53,539",0,"27,280"
Voyageurs NP,VOYA,National Park,Midwest ,MN,2017,7,"53,350",0,"263,978",0,861,0,0,0,"16,852",0,"6,716",Voyageurs NP,VOYA,National Park,Midwest ,MN,2017,"237,250",0,"1,243,694",0,"3,822",0,0,0,"53,539",0,"27,280"
Voyageurs NP,VOYA,National Park,Midwest ,MN,2017,8,"52,552",0,"270,010",0,587,0,0,0,"13,910",0,"6,704",Voyageurs NP,VOYA,National Park,Midwest ,MN,2017,"237,250",0,"1,243,694",0,"3,822",0,0,0,"53,539",0,"27,280"
Voyageurs NP,VOYA,National Park,Midwest ,MN,2017,9,"25,963",0,"129,837",0,708,0,0,0,"4,312",0,"2,927",Voyageurs NP,VOYA,National Park,Midwest ,MN,2017,"237,250",0,"1,243,694",0,"3,822",0,0,0,"53,539",0,"27,280"
Voyageurs NP,VOYA,National Park,Midwest ,MN,2017,10,"10,990",0,"52,123",0,0,0,0,0,936,0,"2,278",Voyageurs NP,VOYA,National Park,Midwest ,MN,2017,"237,250",0,"1,243,694",0,"3,822",0,0,0,"53,539",0,"27,280"
Voyageurs NP,VOYA,National Park,Midwest ,MN,2017,11,"2,414",0,"14,257",0,0,0,0,0,56,0,366,Voyageurs NP,VOYA,National Park,Midwest ,MN,2017,"237,250",0,"1,243,694",0,"3,822",0,0,0,"53,539",0,"27,280"
Voyageurs NP,VOYA,National Park,Midwest ,MN,2017,12,110,0,110,0,0,0,0,0,0,0,0,Voyageurs NP,VOYA,National Park,Midwest ,MN,2017,"237,250",0,"1,243,694",0,"3,822",0,0,0,"53,539",0,"27,280"
Wind Cave NP,WICA,National Park,Midwest ,SD,2017,1,"11,916","13,668","19,926","13,668",0,0,0,3,0,0,0,Wind Cave NP,WICA,National Park,Midwest ,SD,2017,"619,924","252,727","1,937,618","83,400",0,0,"6,197","4,670",452,0,529
Wind Cave NP,WICA,National Park,Midwest ,SD,2017,2,"15,543","17,828","26,037","17,828",0,0,6,10,0,0,0,Wind Cave NP,WICA,National Park,Midwest ,SD,2017,"619,924","252,727","1,937,618","83,400",0,0,"6,197","4,670",452,0,529
Wind Cave NP,WICA,National Park,Midwest ,SD,2017,3,"24,896","19,038","46,248","19,038",0,0,49,32,5,0,0,Wind Cave NP,WICA,National Park,Midwest ,SD,2017,"619,924","252,727","1,937,618","83,400",0,0,"6,197","4,670",452,0,529
Wind Cave NP,WICA,National Park,Midwest ,SD,2017,4,"38,002","13,174","110,490","13,174",0,0,106,206,11,0,0,Wind Cave NP,WICA,National Park,Midwest ,SD,2017,"619,924","252,727","1,937,618","83,400",0,0,"6,197","4,670",452,0,529
Wind Cave NP,WICA,National Park,Midwest ,SD,2017,5,"46,204","16,018","152,246","16,018",0,0,393,226,45,0,87,Wind Cave NP,WICA,National Park,Midwest ,SD,2017,"619,924","252,727","1,937,618","83,400",0,0,"6,197","4,670",452,0,529
Wind Cave NP,WICA,National Park,Midwest ,SD,2017,6,"116,823","40,499","402,792","40,499",0,0,"1,298","1,120",141,0,233,Wind Cave NP,WICA,National Park,Midwest ,SD,2017,"619,924","252,727","1,937,618","83,400",0,0,"6,197","4,670",452,0,529
Wind Cave NP,WICA,National Park,Midwest ,SD,2017,7,"128,984","28,745","463,049","28,745",0,0,"2,308","1,031",47,0,105,Wind Cave NP,WICA,National Park,Midwest ,SD,2017,"619,924","252,727","1,937,618","83,400",0,0,"6,197","4,670",452,0,529
Wind Cave NP,WICA,National Park,Midwest ,SD,2017,8,"103,518","23,070","360,181","23,070",0,0,"1,389","1,068",124,0,29,Wind Cave NP,WICA,National Park,Midwest ,SD,2017,"619,924","252,727","1,937,618","83,400",0,0,"6,197","4,670",452,0,529
Wind Cave NP,WICA,National Park,Midwest ,SD,2017,9,"77,574","26,892","249,647","26,892",0,0,528,754,55,0,75,Wind Cave NP,WICA,National Park,Midwest ,SD,2017,"619,924","252,727","1,937,618","83,400",0,0,"6,197","4,670",452,0,529
Wind Cave NP,WICA,National Park,Midwest ,SD,2017,10,"28,696","21,944","58,264","21,944",0,0,90,168,22,0,0,Wind Cave NP,WICA,National Park,Midwest ,SD,2017,"619,924","252,727","1,937,618","83,400",0,0,"6,197","4,670",452,0,529
Wind Cave NP,WICA,National Park,Midwest ,SD,2017,11,"15,994","18,346","28,934","18,346",0,0,30,46,2,0,0,Wind Cave NP,WICA,National Park,Midwest ,SD,2017,"619,924","252,727","1,937,618","83,400",0,0,"6,197","4,670",452,0,529
Wind Cave NP,WICA,National Park,Midwest ,SD,2017,12,"11,774","13,505","19,804","13,505",0,0,0,6,0,0,0,Wind Cave NP,WICA,National Park,Midwest ,SD,2017,"619,924","252,727","1,937,618","83,400",0,0,"6,197","4,670",452,0,529
Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2017,1,25,0,"1,150",0,0,0,0,0,0,0,0,Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2017,"68,292",0,"3,141,451",0,0,0,0,0,0,0,0
Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2017,2,95,0,"4,370",0,0,0,0,0,0,0,0,Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2017,"68,292",0,"3,141,451",0,0,0,0,0,0,0,0
Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2017,3,230,0,"10,580",0,0,0,0,0,0,0,0,Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2017,"68,292",0,"3,141,451",0,0,0,0,0,0,0,0
Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2017,4,520,0,"23,920",0,0,0,0,0,0,0,0,Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2017,"68,292",0,"3,141,451",0,0,0,0,0,0,0,0
Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2017,5,"4,715",0,"216,872",0,0,0,0,0,0,0,0,Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2017,"68,292",0,"3,141,451",0,0,0,0,0,0,0,0
Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2017,6,"14,484",0,"666,277",0,0,0,0,0,0,0,0,Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2017,"68,292",0,"3,141,451",0,0,0,0,0,0,0,0
Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2017,7,"21,367",0,"982,889",0,0,0,0,0,0,0,0,Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2017,"68,292",0,"3,141,451",0,0,0,0,0,0,0,0
Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2017,8,"18,752",0,"862,594",0,0,0,0,0,0,0,0,Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2017,"68,292",0,"3,141,451",0,0,0,0,0,0,0,0
Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2017,9,"7,479",0,"344,049",0,0,0,0,0,0,0,0,Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2017,"68,292",0,"3,141,451",0,0,0,0,0,0,0,0
Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2017,10,530,0,"24,380",0,0,0,0,0,0,0,0,Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2017,"68,292",0,"3,141,451",0,0,0,0,0,0,0,0
Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2017,11,60,0,"2,760",0,0,0,0,0,0,0,0,Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2017,"68,292",0,"3,141,451",0,0,0,0,0,0,0,0
Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2017,12,35,0,"1,610",0,0,0,0,0,0,0,0,Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2017,"68,292",0,"3,141,451",0,0,0,0,0,0,0,0
Yellowstone NP,YELL,National Park,Intermountain ,WY,2017,1,"29,518","53,822","512,791","53,822","6,272",0,154,93,89,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2017,"4,116,524","1,247,548","84,149,763","761,245","613,218","611,098","96,293","69,723","43,378",0,"14,270"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2017,2,"32,275","54,038","550,526","54,038","6,362",0,106,102,231,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2017,"4,116,524","1,247,548","84,149,763","761,245","613,218","611,098","96,293","69,723","43,378",0,"14,270"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2017,3,"23,897","62,505","332,650","62,505",787,0,349,448,328,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2017,"4,116,524","1,247,548","84,149,763","761,245","613,218","611,098","96,293","69,723","43,378",0,"14,270"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2017,4,"45,160","65,733","619,507","65,733",0,790,963,"1,344",135,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2017,"4,116,524","1,247,548","84,149,763","761,245","613,218","611,098","96,293","69,723","43,378",0,"14,270"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2017,5,"419,635","119,406","7,385,154","119,406","35,832","44,591","5,290","10,541","1,321",0,323,Yellowstone NP,YELL,National Park,Intermountain ,WY,2017,"4,116,524","1,247,548","84,149,763","761,245","613,218","611,098","96,293","69,723","43,378",0,"14,270"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2017,6,"803,652","159,872","17,052,109","159,872","130,074","140,662","16,938","12,842","5,304",0,"2,859",Yellowstone NP,YELL,National Park,Intermountain ,WY,2017,"4,116,524","1,247,548","84,149,763","761,245","613,218","611,098","96,293","69,723","43,378",0,"14,270"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2017,7,"962,404","202,263","19,952,840","202,263","128,237","163,149","28,678","12,413","12,942",0,"4,747",Yellowstone NP,YELL,National Park,Intermountain ,WY,2017,"4,116,524","1,247,548","84,149,763","761,245","613,218","611,098","96,293","69,723","43,378",0,"14,270"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2017,8,"916,166","189,463","19,606,645","189,463","133,646","162,805","28,960","12,714","15,515",0,"5,221",Yellowstone NP,YELL,National Park,Intermountain ,WY,2017,"4,116,524","1,247,548","84,149,763","761,245","613,218","611,098","96,293","69,723","43,378",0,"14,270"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2017,9,"640,068","140,300","14,069,897","140,300","141,771","91,178","12,000","13,946","6,216",0,"1,101",Yellowstone NP,YELL,National Park,Intermountain ,WY,2017,"4,116,524","1,247,548","84,149,763","761,245","613,218","611,098","96,293","69,723","43,378",0,"14,270"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2017,10,"211,987","92,665","3,557,200","92,665","25,863","7,923","2,477","4,931","1,010",0,19,Yellowstone NP,YELL,National Park,Intermountain ,WY,2017,"4,116,524","1,247,548","84,149,763","761,245","613,218","611,098","96,293","69,723","43,378",0,"14,270"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2017,11,"10,468","55,331","142,592","55,331",0,0,253,218,237,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2017,"4,116,524","1,247,548","84,149,763","761,245","613,218","611,098","96,293","69,723","43,378",0,"14,270"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2017,12,"21,294","52,150","367,852","52,150","4,374",0,125,131,50,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2017,"4,116,524","1,247,548","84,149,763","761,245","613,218","611,098","96,293","69,723","43,378",0,"14,270"
Yosemite NP,YOSE,National Park,Pacific West ,CA,2017,1,"120,025","4,899","1,315,523","4,899","20,774",0,"2,673","1,512",524,0,67,Yosemite NP,YOSE,National Park,Pacific West ,CA,2017,"4,336,890","163,654","71,264,549","4,281,972","826,725",0,"456,476","293,844","167,507",0,"26,166"
